297.4
280.5
273.4
271.6
269.5
268.6
263.9
263.5
257.7
251.9
248.7
246.3
241.8
240.8
240.1
240.1
239.8
235
234.1
233.7
221.1
218.7
215.3
214.4
210.2
210
207.1
203.3
202.4
200.8
199.6
192.3
188.9
188
183.5
181.7
179.5
178.8
175.3
175
174.7
173.3
172
170.6
169
165.2
159.7
158
156.5
156.1
155.3
151.8
147
146.3
145.5
144.6
144.2
142.4
139
137.6
121.4
133.9
131.7
131.2
128.5
126.5
124.5
124.1
123.3
122.5
121.8
120.6
120
119.9
118.4
116.7
116.1
111.8
111.1
110.9
110.6
110.4
109.9
109.4
109.2
108.5
108.4
108.4
106.3
104.8
104.1
103.9
103.7
102.8
102.7
102.6
102
101.7
101.4
101
100
